cause_event_type,effect_event_type,count
Presence,Criminal_investigation,9
Presence,Request,9
Protest,Arrest,9
Request,Giving,9
Departing,Conquering,9
Hold,Judgment_communication,9
Being_in_operation,Killing,9
Change,Cause_change_of_position_on_a_scale,9
Military_operation,Arrest,9
Hold,Change,9
Choosing,Becoming,9
Hold,Process_start,9
Hostile_encounter,Choosing,9
Request,Process_end,9
Communication,Process_end,9
Presence,Creating,9
Process_start,Supporting,9
Control,Death,9
Arrest,Statement,9
Military_operation,Coming_to_be,9
Arriving,Creating,9
Come_together,Conquering,9
Hostile_encounter,Coming_to_be,9
Arriving,Giving,9
Placing,Becoming,9
Killing,Getting,9
Recording,Publishing,9
Getting,Defending,9
Control,Conquering,9
Committing_crime,Killing,9
Request,Arriving,9
Motion,Building,9
Escaping,Destroying,9
Choosing,Preventing_or_letting,9
Conquering,Hold,9
Assistance,Conquering,9
Arriving,Expressing_publicly,9
Motion,Releasing,9
Besieging,Earnings_and_losses,9
Use_firearm,Quarreling,9
Traveling,Death,9
Military_operation,Response,9
Military_operation,Kidnapping,9
Preventing_or_letting,Process_end,9
Control,Bodily_harm,9
Creating,Getting,9
Death,Know,9
Defending,Process_end,9
Earnings_and_losses,Change,9
Self_motion,Escaping,9
Social_event,Check,9
Judgment_communication,Death,9
Judgment_communication,Arrest,9
Arrest,Violence,9
Use_firearm,Publishing,9
Social_event,Hindering,9
Body_movement,Death,9
Earnings_and_losses,Becoming,9
Action,Creating,9
Presence,Cause_change_of_strength,9
Social_event,Agree_or_refuse_to_act,9
Social_event,Killing,9
Change_of_leadership,Research,9
Attack,Emptying,9
Catastrophe,Resolve_problem,9
Competition,Commerce_sell,9
Placing,Bodily_harm,9
Earnings_and_losses,Escaping,9
Besieging,Giving,9
Cause_change_of_position_on_a_scale,Damaging,9
Motion,Arrest,9
Hold,Creating,9
Use_firearm,Hindering,9
Attack,Presence,9
Publishing,Traveling,9
Killing,Violence,9
Self_motion,Defending,9
Departing,Killing,9
Know,Hostile_encounter,9
Damaging,Destroying,9
Becoming,Cause_change_of_position_on_a_scale,9
Process_start,Surrendering,9
Destroying,Cause_to_make_progress,9
Besieging,Defending,9
Attack,Publishing,9
Self_motion,Achieve,8
Committing_crime,Influence,8
Bodily_harm,Bringing,8
Know,Arriving,8
Process_start,Motion_directional,8
Process_end,Preventing_or_letting,8
Conquering,Death,8
Cause_change_of_strength,Creating,8
Besieging,Cause_change_of_strength,8
Besieging,Reforming_a_system,8
Death,Process_end,8
Social_event,Change_sentiment,8
Competition,Creating,8
Request,Action,8
Coming_to_be,Arrest,8
Creating,Removing,8
Escaping,Motion,8
Change,Change,8
Creating,Change,8
Creating,Killing,8
Come_together,Self_motion,8
Escaping,Hostile_encounter,8
Know,Conquering,8
Removing,Arriving,8
Competition,Communication,8
Cause_change_of_position_on_a_scale,Creating,8
Cause_change_of_position_on_a_scale,Killing,8
Destroying,Becoming,8
Action,Use_firearm,8
Presence,Know,8
Social_event,Writing,8
Change_of_leadership,Recovering,8
Cause_change_of_position_on_a_scale,Statement,8
Defending,Motion,8
Motion,Sending,8
Criminal_investigation,Statement,8
Use_firearm,Legal_rulings,8
Connect,Motion,8
Motion,Hold,8
Presence,Attack,8
Request,Judgment_communication,8
Becoming,Cause_change_of_strength,8
Process_end,Motion,8
Supporting,Conquering,8
Process_end,Attack,8
Being_in_operation,Motion,8
Military_operation,Reporting,8
Arranging,Arrest,8
Criminal_investigation,Know,8
Communication,Sign_agreement,8
Conquering,Self_motion,8
Process_end,Recovering,8
Catastrophe,Traveling,8
Bodily_harm,Perception_active,8
Criminal_investigation,Judgment_communication,8
Catastrophe,GetReady,8
Change_of_leadership,Arriving,8
Commerce_sell,Cause_change_of_position_on_a_scale,8
Response,Motion,8
Control,Process_end,8
Cause_to_amalgamate,Judgment_communication,8
Cause_change_of_strength,Damaging,8
Self_motion,Control,8
Hold,Deciding,8
Traveling,Cause_change_of_position_on_a_scale,8
Death,Coming_to_believe,8
Control,Destroying,8
Control,Change_of_leadership,8
Self_motion,Influence,8
Presence,Preventing_or_letting,8
Bodily_harm,Legal_rulings,8
Killing,Agree_or_refuse_to_act,8
Destroying,Scrutiny,8
Terrorism,Suspicion,8
Request,Change_of_leadership,8
Social_event,Reforming_a_system,8
Conquering,Preventing_or_letting,8
Change,Agree_or_refuse_to_act,8
Action,Motion,8
Escaping,Know,8
Military_operation,Change_of_leadership,8
Choosing,Bodily_harm,8
Bodily_harm,Motion,8
Process_start,Response,8
Legal_rulings,Releasing,8
Response,Statement,8
Criminal_investigation,Legal_rulings,8
Request,Military_operation,8
Attack,Temporary_stay,8
Destroying,Preventing_or_letting,8
Traveling,Killing,8
Request,Conquering,8
Expressing_publicly,Process_start,8
Process_start,Becoming_a_member,8
Come_together,Attack,8
Social_event,Achieve,8
Destroying,Building,8
Attack,Supply,8
Competition,Defending,8
Control,Control,8
Expressing_publicly,Statement,8
Expressing_publicly,Judgment_communication,8
Arranging,Coming_to_be,8
Attack,Research,8
Hostile_encounter,Military_operation,8
Use_firearm,Scrutiny,8
Defending,Conquering,8
Violence,Attack,8
Getting,Escaping,8
Motion_directional,Know,8
Statement,Request,8
Hostile_encounter,Cause_to_make_progress,8
Change_of_leadership,Becoming_a_member,8
Process_end,Becoming,8
Besieging,Bodily_harm,8
Attack,Supporting,8
Surrendering,Process_end,8
Change_of_leadership,Death,8
Terrorism,Connect,8
Statement,Statement,8
Attack,Confronting_problem,8
Change_of_leadership,Coming_to_be,8
Escaping,Control,8
Agree_or_refuse_to_act,Expressing_publicly,8
Getting,Killing,8
Hostile_encounter,Writing,8
Cause_change_of_position_on_a_scale,Coming_to_be,8
Sending,Arriving,8
Hold,Perception_active,8
Conquering,Request,8
Coming_to_be,Control,8
Self_motion,Process_start,8
Preventing_or_letting,Escaping,8
Communication,Expressing_publicly,8
Competition,Perception_active,8
Removing,Attack,8
Traveling,Change_event_time,8
Social_event,Bodily_harm,8
Arriving,Influence,8
Terrorism,Action,8
Competition,Change_event_time,8
Cause_change_of_strength,Self_motion,8
Cause_change_of_strength,Achieve,8
Traveling,Body_movement,8
Traveling,Openness,8
Expend_resource,Catastrophe,8
Expressing_publicly,Conquering,8
Creating,Self_motion,8
Come_together,Social_event,8
Process_start,Choosing,8
Getting,Arriving,8
Getting,Cause_change_of_strength,8
Quarreling,Military_operation,8
Manufacturing,Motion,8
Competition,Removing,8
Violence,Change,8
Catastrophe,Supporting,8
Arranging,Receiving,8
Damaging,Self_motion,8
Terrorism,Reveal_secret,8
Besieging,Change_of_leadership,8
Preventing_or_letting,Change,7
Committing_crime,Know,7
Publishing,Know,7
Escaping,Hindering,7
Deciding,Motion,7
Motion_directional,Cause_change_of_strength,7
Use_firearm,Criminal_investigation,7
Competition,Change_sentiment,7
Earnings_and_losses,Judgment_communication,7
Competition,Body_movement,7
Action,Preventing_or_letting,7
Violence,Reporting,7
Request,Request,7
Request,Creating,7
Earnings_and_losses,Destroying,7
Damaging,Reporting,7
Quarreling,Conquering,7
Quarreling,Killing,7
Becoming_a_member,Competition,7
Death,Bringing,7
Preventing_or_letting,Getting,7
Self_motion,Getting,7
Motion,Hostile_encounter,7
Judgment_communication,Judgment_communication,7
Becoming_a_member,Judgment_communication,7
Agree_or_refuse_to_act,Escaping,7
Removing,Removing,7
Motion,Hindering,7
Attack,GiveUp,7
Motion,Rescuing,7
Attack,Resolve_problem,7
Traveling,Check,7
Self_motion,Surrendering,7
Use_firearm,Motion_directional,7
Influence,Cause_change_of_position_on_a_scale,7
Destroying,Attack,7
Preventing_or_letting,Cause_change_of_strength,7
Choosing,Getting,7
Use_firearm,Damaging,7
Creating,Cause_change_of_position_on_a_scale,7
Arranging,Assistance,7
Legal_rulings,Legal_rulings,7
Sending,Killing,7
Placing,Legal_rulings,7
Influence,Creating,7
Self_motion,Use_firearm,7
Know,Request,7
Presence,Arrest,7
Kidnapping,Judgment_communication,7
Conquering,Arrest,7
Kidnapping,Conquering,7
Killing,Becoming,7
Hostile_encounter,Emptying,7
Creating,Cause_change_of_strength,7
Process_end,Departing,7
Preventing_or_letting,Self_motion,7
Destroying,Rescuing,7
Hold,Rescuing,7
Hold,Destroying,7
Change_of_leadership,Defending,7
Motion,Process_start,7
Influence,Statement,7
Self_motion,Come_together,7
Request,Cause_change_of_position_on_a_scale,7
Removing,Process_end,7
Arranging,Becoming_a_member,7
Process_start,Come_together,7
Social_event,Removing,7
Terrorism,Rite,7
Coming_to_be,Use_firearm,7
Action,Escaping,7
Response,Process_end,7
Escaping,Cause_change_of_position_on_a_scale,7
Arranging,Cause_change_of_strength,7
Death,Hold,7
Death,Giving,7
Death,Becoming,7
Destroying,Process_end,7
Creating,Cause_to_make_progress,7
Building,Defending,7
Judgment_communication,Preventing_or_letting,7
Hold,Cause_change_of_position_on_a_scale,7
Motion,Coming_to_believe,7
Attack,Labeling,7
Terrorism,Legality,7
Creating,Defending,7
Use_firearm,Cause_change_of_strength,7
Self_motion,Criminal_investigation,7
Use_firearm,Sign_agreement,7
Traveling,Create_artwork,7
Cause_change_of_strength,Cause_to_make_progress,7
Hostile_encounter,Rescuing,7
Departing,Death,7
Traveling,Wearing,7
Terrorism,Know,7
Becoming,Arriving,7
Judgment_communication,Removing,7
Killing,Change_of_leadership,7
Deciding,Change_of_leadership,7
Arranging,Change,7
Terrorism,Reporting,7
Choosing,Arrest,7
Process_start,Catastrophe,7
Change_of_leadership,Giving,7
Response,Arrest,7
Know,Know,7
Presence,Self_motion,7
Arriving,Surrendering,7
Manufacturing,Process_start,7
Conquering,Preserving,7
Come_together,Hostile_encounter,7
Come_together,Earnings_and_losses,7
Sign_agreement,Preventing_or_letting,7
Bodily_harm,Judgment_communication,7
Cause_change_of_position_on_a_scale,Process_end,7
Self_motion,Coming_to_be,7
Process_start,Sign_agreement,7
Conquering,Placing,7
Manufacturing,Competition,7
Coming_to_be,Committing_crime,7
Earnings_and_losses,Statement,7
Action,Action,7
Attack,Traveling,7
Destroying,Change,7
Response,Reporting,7
Change,Know,7
Conquering,Rewards_and_punishments,7
Hostile_encounter,Revenge,7
Motion_directional,Conquering,7
Defending,Cause_to_be_included,7
Traveling,Perception_active,7
Bodily_harm,Destroying,7
Choosing,Process_end,7
Getting,Removing,7
Getting,Death,7
Catastrophe,Communication,7
Catastrophe,Testing,7
Hostile_encounter,Criminal_investigation,7
Quarreling,Hostile_encounter,7
Sending,Preventing_or_letting,7
Arrest,Releasing,7
Getting,Cause_change_of_position_on_a_scale,7
Getting,Motion,7
Earnings_and_losses,Presence,7
Conquering,Achieve,7
Violence,Influence,7
Killing,Supporting,7
Change_of_leadership,Receiving,7
Sending,Cause_change_of_strength,7
Supply,Getting,7
Defending,Giving,7
Self_motion,Bringing,7
Deciding,Escaping,7
Protest,Bodily_harm,7
Deciding,Hostile_encounter,7
Killing,Expressing_publicly,7
Arrest,Sending,7
Manufacturing,Killing,7
Assistance,Arriving,7
Coming_to_be,Body_movement,7
Killing,Releasing,7
Committing_crime,Motion,7
Coming_to_be,Communication,7
Coming_to_be,Openness,7
Come_together,Motion,7
Arriving,Arrest,7
Killing,Name_conferral,7
Killing,Assistance,7
Escaping,Motion_directional,7
Publishing,Judgment_communication,7
Process_end,Conquering,7
Violence,Warning,7
Sign_agreement,Request,7
Social_event,Openness,7
Publishing,Process_start,7
Publishing,Check,7
Death,Perception_active,7
Arriving,Recovering,7
Change,Preventing_or_letting,7
Presence,Process_start,7
Cause_change_of_position_on_a_scale,Departing,7
Self_motion,Cause_change_of_strength,7
Hold,Catastrophe,7
Preventing_or_letting,Motion_directional,7
Catastrophe,Legal_rulings,7
Military_operation,Motion,7
Process_start,Request,7
Cause_to_make_progress,Change,7
Process_start,Dispersal,7
Change_of_leadership,Removing,7
Arriving,Becoming,7
Military_operation,Reforming_a_system,7
Competition,Supply,7
Attack,Name_conferral,7
Change_of_leadership,Manufacturing,7
Motion,Carry_goods,7
Catastrophe,Protest,7
Arranging,Publishing,7
Traveling,Conquering,7
Manufacturing,Conquering,7
Competition,Supporting,7
Assistance,Releasing,6
Publishing,Motion,6
Request,Bodily_harm,6
Manufacturing,Cause_change_of_position_on_a_scale,6
Cause_change_of_position_on_a_scale,Judgment_communication,6
Arrest,Death,6
Process_start,Change_event_time,6
Creating,Influence,6
Conquering,Cause_change_of_position_on_a_scale,6
Statement,Presence,6
Change,Destroying,6
Deciding,Choosing,6
Competition,Arriving,6
Competition,Self_motion,6
Cause_change_of_position_on_a_scale,Dispersal,6
Action,Arrest,6
Know,Process_end,6
Earnings_and_losses,Motion_directional,6
Coming_to_be,Deciding,6
Agree_or_refuse_to_act,Agree_or_refuse_to_act,6
Hostile_encounter,Warning,6
Arranging,Hindering,6
Removing,Process_start,6
Damaging,Bodily_harm,6
Sending,Motion,6
Motion_directional,Military_operation,6
Agree_or_refuse_to_act,Becoming,6
Change,Becoming,6
Removing,Statement,6
Recovering,Process_start,6
Change,Cause_to_make_progress,6
Control,Building,6
Arriving,Building,6
Sign_agreement,Control,6
Arriving,Placing,6
Control,Placing,6
Control,Process_start,6
Arriving,Arranging,6
Preventing_or_letting,Preventing_or_letting,6
Testing,Death,6
Choosing,Giving,6
Hold,Death,6
Kidnapping,Use_firearm,6
Change,Attack,6
Competition,Connect,6
Change,Getting,6
Expressing_publicly,Expressing_publicly,6
Self_motion,Hindering,6
Creating,Preventing_or_letting,6
Giving,Destroying,6
Action,Know,6
Arriving,Change_of_leadership,6
Use_firearm,Bringing,6
Military_operation,Judgment_communication,6
Attack,Revenge,6
GetReady,Attack,6
Committing_crime,Destroying,6
Legal_rulings,Prison,6
Committing_crime,Conquering,6
Presence,Agree_or_refuse_to_act,6
Creating,Catastrophe,6
Departing,Bodily_harm,6
Arriving,Openness,6
Request,Motion,6
Supporting,Attack,6
Destroying,Assistance,6
Earnings_and_losses,Rescuing,6
Agree_or_refuse_to_act,Destroying,6
Agree_or_refuse_to_act,Request,6
Presence,Escaping,6
Escaping,Defending,6
Statement,Arrest,6
Bodily_harm,Cause_change_of_position_on_a_scale,6
Self_motion,Change,6
Self_motion,Statement,6
Expressing_publicly,Becoming,6
Preventing_or_letting,Coming_to_be,6
Hold,Reporting,6
Sending,Process_end,6
Process_end,Cause_change_of_position_on_a_scale,6
Military_operation,Building,6
Cause_change_of_position_on_a_scale,Earnings_and_losses,6
Judgment_communication,Criminal_investigation,6
Conquering,Expansion,6
Expressing_publicly,Attack,6
Control,Motion_directional,6
Defending,Getting,6
Defending,Arriving,6
Communication,Releasing,6
Change_of_leadership,Convincing,6
Influence,Arranging,6
Dispersal,Cause_change_of_strength,6
Bodily_harm,Arrest,6
Bodily_harm,Cure,6
Process_end,Escaping,6
Self_motion,Deciding,6
Arriving,Judgment_communication,6
Placing,Destroying,6
Motion,GiveUp,6
Defending,Judgment_communication,6
Death,Death,6
Cause_change_of_strength,Removing,6
Judgment_communication,Attack,6
Killing,Legality,6
Presence,Communication,6
Assistance,Escaping,6
Destroying,Control,6
Giving,Motion,6
Arrest,Departing,6
Social_event,Preserving,6
Deciding,Conquering,6
Defending,Becoming,6
Use_firearm,Openness,6
Use_firearm,Control,6
Use_firearm,Lighting,6
Process_end,Arriving,6
Conquering,Judgment_communication,6
Arranging,Cause_to_make_progress,6
Conquering,Action,6
Conquering,Expressing_publicly,6
Change_of_leadership,Expressing_publicly,6
Hostile_encounter,Arranging,6
Arranging,Choosing,6
Hostile_encounter,Change_sentiment,6
Statement,Preventing_or_letting,6
Agree_or_refuse_to_act,Hostile_encounter,6
Choosing,Attack,6
Social_event,Know,6
Terrorism,Scrutiny,6
Confronting_problem,Escaping,6
Creating,Conquering,6
Process_start,Assistance,6
Change_of_leadership,Response,6
Self_motion,Presence,6
Catastrophe,Arrest,6
Damaging,Request,6
Bodily_harm,Bodily_harm,6
Know,Removing,6
Use_firearm,Name_conferral,6
Attack,Cause_to_make_progress,6
Choosing,Coming_to_be,6
Departing,Statement,6
Traveling,Sending,6
Legal_rulings,Death,6
Request,Use_firearm,6
Catastrophe,Institutionalization,6
Coming_to_be,Expend_resource,6
Arrest,Know,6
Change,Creating,6
Cause_change_of_position_on_a_scale,Control,6
Control,Creating,6
Death,Assistance,6
Testing,Attack,6
Hold,Escaping,6
Action,Presence,6
Action,Motion_directional,6
Self_motion,Giving,6
Becoming_a_member,Conquering,6
Arranging,Recovering,6
Getting,Statement,6
Judgment_communication,Expressing_publicly,6
Besieging,Arriving,6
Placing,Judgment_communication,6
Hostile_encounter,Hiding_objects,6
Judgment_communication,Placing,6
Hold,Receiving,6
Catastrophe,Agree_or_refuse_to_act,6
Process_start,Reporting,6
Judgment_communication,Bodily_harm,6
Creating,Death,6
Presence,Coming_to_believe,6
Damaging,Attack,6
Arranging,Expansion,6
Agree_or_refuse_to_act,Removing,6
Presence,Motion_directional,6
Social_event,Collaboration,6
Destroying,Statement,6
Social_event,Commerce_pay,6
Body_movement,Bodily_harm,6
Presence,Earnings_and_losses,6
Catastrophe,Prison,6
Use_firearm,Arriving,6
Arriving,Robbery,6
Process_start,Change_of_leadership,6
Testing,Preventing_or_letting,6
Self_motion,Assistance,6
Defending,Cause_change_of_position_on_a_scale,6
Attack,Having_or_lacking_access,6
Action,Catastrophe,6
Motion,Use_firearm,6
Catastrophe,Body_movement,6
Motion,Dispersal,6
Control,Preventing_or_letting,6
Attack,Filling,6
Know,Agree_or_refuse_to_act,6
Social_event,Response,6
Use_firearm,Becoming,6
Getting,Response,6
Military_operation,Departing,6
