cause_event_type,effect_event_type,count,pct_all_causal_relations,pct_of_cause_type
Change_of_leadership,Control,14,0.0262,2.4779
Arriving,Cause_change_of_strength,14,0.0262,1.8592
Attack,Reveal_secret,14,0.0262,0.3416
Arranging,Arriving,14,0.0262,1.8349
Destroying,Motion,14,0.0262,2.9661
Military_operation,Hostile_encounter,14,0.0262,1.5642
Social_event,Reporting,14,0.0262,1.0963
Military_operation,Getting,14,0.0262,1.5642
Hold,Giving,14,0.0262,2.2838
Change_of_leadership,Escaping,14,0.0262,2.4779
Conquering,Statement,14,0.0262,1.8253
Hold,Hold,14,0.0262,2.2838
Hold,Statement,14,0.0262,2.2838
Coming_to_be,Arranging,14,0.0262,0.3922
Coming_to_be,Check,14,0.0262,0.3922
Military_operation,Statement,14,0.0262,1.5642
Catastrophe,Response,14,0.0262,0.1262
Attack,Achieve,14,0.0262,0.3416
Killing,Damaging,14,0.0262,1.4359
Process_start,Traveling,14,0.0262,1.0728
Hostile_encounter,Rewards_and_punishments,14,0.0262,0.4474
Self_motion,Know,14,0.0262,1.8592
Process_start,Agree_or_refuse_to_act,14,0.0262,1.0728
Preventing_or_letting,Motion,14,0.0262,5.4475
Cause_change_of_position_on_a_scale,Becoming,14,0.0262,3.5990
Coming_to_be,Telling,14,0.0262,0.3922
Hostile_encounter,Change_of_leadership,14,0.0262,0.4474
Besieging,Hostile_encounter,14,0.0262,5.3030
Deciding,Attack,14,0.0262,7.2539
Attack,Sign_agreement,14,0.0262,0.3416
Coming_to_be,Hold,14,0.0262,0.3922
Commerce_buy,Killing,14,0.0262,40.0000
Military_operation,Change,14,0.0262,1.5642
Catastrophe,Process_start,14,0.0262,0.1262
Catastrophe,Temporary_stay,14,0.0262,0.1262
Arriving,Use_firearm,14,0.0262,1.8592
Earnings_and_losses,Killing,14,0.0262,4.2813
Action,Destroying,14,0.0262,3.7736
Action,Attack,14,0.0262,3.7736
Attack,Rewards_and_punishments,14,0.0262,0.3416
Catastrophe,Submitting_documents,14,0.0262,0.1262
Arranging,Earnings_and_losses,14,0.0262,1.8349
Control,Catastrophe,14,0.0262,3.9326
Being_in_operation,Catastrophe,14,0.0262,11.2000
Getting,Attack,14,0.0262,4.1420
Death,Reporting,14,0.0262,2.9787
Conquering,Surrendering,14,0.0262,1.8253
Killing,Creating,14,0.0262,1.4359
Catastrophe,Come_together,14,0.0262,0.1262
Committing_crime,Damaging,14,0.0262,5.0909
Motion,Removing,13,0.0244,1.0023
Committing_crime,Judgment_communication,13,0.0244,4.7273
Know,Motion,13,0.0244,4.2071
Death,Rite,13,0.0244,2.7660
Arriving,Departing,13,0.0244,1.7264
Process_start,Change,13,0.0244,0.9962
Social_event,Perception_active,13,0.0244,1.0180
Process_start,Judgment_communication,13,0.0244,0.9962
Competition,Placing,13,0.0244,0.8731
Earnings_and_losses,Process_end,13,0.0244,3.9755
Process_start,Know,13,0.0244,0.9962
Cause_change_of_position_on_a_scale,Motion,13,0.0244,3.3419
Creating,Destroying,13,0.0244,2.2298
Violence,Arrest,13,0.0244,2.9885
Conquering,Recovering,13,0.0244,1.6949
Request,Surrendering,13,0.0244,2.8446
Hostile_encounter,Hindering,13,0.0244,0.4155
Self_motion,Cause_change_of_position_on_a_scale,13,0.0244,1.7264
Arriving,Hostile_encounter,13,0.0244,1.7264
Hold,Bodily_harm,13,0.0244,2.1207
Cause_change_of_position_on_a_scale,Arriving,13,0.0244,3.3419
Arriving,Death,13,0.0244,1.7264
Change_of_leadership,Self_motion,13,0.0244,2.3009
Conquering,Removing,13,0.0244,1.6949
Creating,Becoming,13,0.0244,2.2298
Attack,Rescuing,13,0.0244,0.3172
Motion,Control,13,0.0244,1.0023
Military_operation,Request,13,0.0244,1.4525
Arranging,Escaping,13,0.0244,1.7038
Manufacturing,Damaging,13,0.0244,9.6296
Attack,Communication,13,0.0244,0.3172
Coming_to_be,Recording,13,0.0244,0.3641
Change_of_leadership,Becoming,13,0.0244,2.3009
Military_operation,Use_firearm,13,0.0244,1.4525
Killing,Request,13,0.0244,1.3333
Hold,Motion,13,0.0244,2.1207
Conquering,Defending,13,0.0244,1.6949
Catastrophe,Change_sentiment,13,0.0244,0.1172
Hostile_encounter,Action,13,0.0244,0.4155
Sign_agreement,Process_end,13,0.0244,7.9755
Coming_to_be,Cause_to_amalgamate,13,0.0244,0.3641
Process_start,Giving,13,0.0244,0.9962
Coming_to_be,Warning,13,0.0244,0.3641
Presence,Process_end,13,0.0244,2.2928
Killing,Committing_crime,13,0.0244,1.3333
Attack,Deciding,13,0.0244,0.3172
Attack,Becoming,13,0.0244,0.3172
Motion_directional,Damaging,13,0.0244,3.6620
Use_firearm,Catastrophe,13,0.0244,1.7105
Change_of_leadership,Preventing_or_letting,13,0.0244,2.3009
Departing,Arriving,13,0.0244,5.3498
Conquering,Change_of_leadership,13,0.0244,1.6949
Attack,Besieging,13,0.0244,0.3172
Conquering,Agree_or_refuse_to_act,13,0.0244,1.6949
Arranging,Preventing_or_letting,13,0.0244,1.7038
Know,Self_motion,13,0.0244,4.2071
Process_end,Process_end,13,0.0244,4.5139
Coming_to_be,Temporary_stay,13,0.0244,0.3641
Attack,Coming_to_be,13,0.0244,0.3172
Conquering,Recording,13,0.0244,1.6949
Creating,Presence,13,0.0244,2.2298
Preventing_or_letting,Arriving,13,0.0244,5.0584
Creating,Giving,13,0.0244,2.2298
Process_start,Expansion,13,0.0244,0.9962
Action,Bodily_harm,13,0.0244,3.5040
Process_start,Damaging,13,0.0244,0.9962
Process_start,Coming_to_be,13,0.0244,0.9962
Violence,Protest,13,0.0244,2.9885
Social_event,Temporary_stay,13,0.0244,1.0180
Hostile_encounter,Perception_active,13,0.0244,0.4155
Catastrophe,Telling,13,0.0244,0.1172
Earnings_and_losses,Conquering,13,0.0244,3.9755
Presence,Influence,13,0.0244,2.2928
Getting,Earnings_and_losses,13,0.0244,3.8462
Arriving,Preventing_or_letting,13,0.0244,1.7264
Hostile_encounter,Influence,13,0.0244,0.4155
Departing,Motion,13,0.0244,5.3498
Competition,Coming_to_believe,13,0.0244,0.8731
Military_operation,Know,13,0.0244,1.4525
Motion_directional,Self_motion,13,0.0244,3.6620
Military_operation,Recovering,13,0.0244,1.4525
Process_start,Cause_change_of_strength,13,0.0244,0.9962
Traveling,Destroying,13,0.0244,1.2138
Competition,Arranging,13,0.0244,0.8731
Cause_to_make_progress,Self_motion,12,0.0225,5.6604
Cause_to_make_progress,Motion,12,0.0225,5.6604
Arriving,Cause_change_of_position_on_a_scale,12,0.0225,1.5936
Earnings_and_losses,Motion,12,0.0225,3.6697
Arriving,Arriving,12,0.0225,1.5936
Process_start,Perception_active,12,0.0225,0.9195
Process_start,Influence,12,0.0225,0.9195
Use_firearm,Reveal_secret,12,0.0225,1.5789
Presence,Expressing_publicly,12,0.0225,2.1164
Process_end,Change,12,0.0225,4.1667
Creating,Statement,12,0.0225,2.0583
Cause_change_of_position_on_a_scale,Destroying,12,0.0225,3.0848
Killing,Attack,12,0.0225,1.2308
Request,Attack,12,0.0225,2.6258
Killing,Removing,12,0.0225,1.2308
Killing,Building,12,0.0225,1.2308
Attack,Warning,12,0.0225,0.2928
Process_start,Building,12,0.0225,0.9195
Killing,Action,12,0.0225,1.2308
Arriving,Know,12,0.0225,1.5936
Social_event,Self_motion,12,0.0225,0.9397
Arriving,Control,12,0.0225,1.5936
Scrutiny,Know,12,0.0225,13.6364
Use_firearm,Attack,12,0.0225,1.5789
Killing,Use_firearm,12,0.0225,1.2308
Kidnapping,Arrest,12,0.0225,6.4865
Agree_or_refuse_to_act,Process_end,12,0.0225,4.5977
Destroying,Earnings_and_losses,12,0.0225,2.5424
Arriving,Removing,12,0.0225,1.5936
Motion,Placing,12,0.0225,0.9252
Criminal_investigation,Coming_to_believe,12,0.0225,10.0840
Presence,Conquering,12,0.0225,2.1164
Presence,Judgment_communication,12,0.0225,2.1164
Committing_crime,Statement,12,0.0225,4.3636
Hold,Arriving,12,0.0225,1.9576
Arranging,Statement,12,0.0225,1.5727
Hostile_encounter,Publishing,12,0.0225,0.3835
Arranging,Getting,12,0.0225,1.5727
Killing,Reporting,12,0.0225,1.2308
Expressing_publicly,Hostile_encounter,12,0.0225,4.8780
Departing,Self_motion,12,0.0225,4.9383
Destroying,Catastrophe,12,0.0225,2.5424
Coming_to_be,Placing,12,0.0225,0.3361
Process_start,Action,12,0.0225,0.9195
Killing,Process_end,12,0.0225,1.2308
Destroying,Damaging,12,0.0225,2.5424
Change_of_leadership,Change,12,0.0225,2.1239
Know,Destroying,12,0.0225,3.8835
Coming_to_be,Coming_to_believe,12,0.0225,0.3361
Coming_to_be,Conquering,12,0.0225,0.3361
Motion,Departing,12,0.0225,0.9252
Hostile_encounter,Deciding,12,0.0225,0.3835
Traveling,Choosing,12,0.0225,1.1204
Traveling,Response,12,0.0225,1.1204
Hostile_encounter,Assistance,12,0.0225,0.3835
Traveling,Change,12,0.0225,1.1204
Motion_directional,Bodily_harm,12,0.0225,3.3803
Choosing,Statement,12,0.0225,4.1667
Hostile_encounter,Confronting_problem,12,0.0225,0.3835
Catastrophe,Employment,12,0.0225,0.1082
Escaping,Attack,12,0.0225,3.4783
Process_start,Bringing,12,0.0225,0.9195
Action,Statement,12,0.0225,3.2345
Coming_to_be,Expansion,12,0.0225,0.3361
Control,Arriving,12,0.0225,3.3708
Self_motion,Motion_directional,12,0.0225,1.5936
Hostile_encounter,Request,12,0.0225,0.3835
Competition,Come_together,12,0.0225,0.8059
Coming_to_be,Preserving,12,0.0225,0.3361
Military_operation,Action,12,0.0225,1.3408
Arriving,Change,12,0.0225,1.5936
Attack,Kidnapping,12,0.0225,0.2928
Cause_change_of_strength,Motion_directional,12,0.0225,3.0380
Traveling,Motion,12,0.0225,1.1204
Traveling,Bringing,12,0.0225,1.1204
Military_operation,Control,12,0.0225,1.3408
Competition,Deciding,12,0.0225,0.8059
Military_operation,Sign_agreement,12,0.0225,1.3408
Social_event,Supply,12,0.0225,0.9397
Response,Removing,12,0.0225,7.5949
Cause_to_make_progress,Conquering,11,0.0206,5.1887
Coming_to_be,Receiving,11,0.0206,0.3081
Request,Legal_rulings,11,0.0206,2.4070
Request,Killing,11,0.0206,2.4070
Control,Self_motion,11,0.0206,3.0899
Escaping,Self_motion,11,0.0206,3.1884
Process_start,Recording,11,0.0206,0.8429
Use_firearm,Receiving,11,0.0206,1.4474
Besieging,Process_end,11,0.0206,4.1667
Social_event,Coming_to_be,11,0.0206,0.8614
Arranging,Arranging,11,0.0206,1.4417
Social_event,Commerce_sell,11,0.0206,0.8614
Competition,Motion,11,0.0206,0.7388
Motion,Legal_rulings,11,0.0206,0.8481
Request,Preventing_or_letting,11,0.0206,2.4070
Motion,Creating,11,0.0206,0.8481
Killing,Social_event,11,0.0206,1.1282
Self_motion,Reporting,11,0.0206,1.4608
Process_start,Achieve,11,0.0206,0.8429
Becoming,Motion,11,0.0206,4.8458
Arriving,Process_start,11,0.0206,1.4608
Hold,Killing,11,0.0206,1.7945
Expressing_publicly,Change,11,0.0206,4.4715
Bodily_harm,Attack,11,0.0206,3.4375
Removing,Protest,11,0.0206,5.7592
Coming_to_be,Name_conferral,11,0.0206,0.3081
Kidnapping,Bodily_harm,11,0.0206,5.9459
Presence,Reporting,11,0.0206,1.9400
Becoming,Becoming,11,0.0206,4.8458
Hold,Self_motion,11,0.0206,1.7945
Attack,Assistance,11,0.0206,0.2684
Change_of_leadership,Agree_or_refuse_to_act,11,0.0206,1.9469
Arranging,Bodily_harm,11,0.0206,1.4417
Hold,Expressing_publicly,11,0.0206,1.7945
Hostile_encounter,Reporting,11,0.0206,0.3516
Arranging,Cause_change_of_position_on_a_scale,11,0.0206,1.4417
Catastrophe,Change_of_leadership,11,0.0206,0.0992
Killing,Placing,11,0.0206,1.1282
Use_firearm,Know,11,0.0206,1.4474
Cause_change_of_strength,Destroying,11,0.0206,2.7848
Motion,Expressing_publicly,11,0.0206,0.8481
Request,Defending,11,0.0206,2.4070
Process_end,Hostile_encounter,11,0.0206,3.8194
Social_event,Change_of_leadership,11,0.0206,0.8614
Motion,Request,11,0.0206,0.8481
Social_event,Bringing,11,0.0206,0.8614
Social_event,Assistance,11,0.0206,0.8614
Getting,Competition,11,0.0206,3.2544
Getting,Conquering,11,0.0206,3.2544
Besieging,Escaping,11,0.0206,4.1667
Terrorism,Criminal_investigation,11,0.0206,1.9298
Becoming,Attack,11,0.0206,4.8458
Conquering,Giving,11,0.0206,1.4342
Motion,Assistance,11,0.0206,0.8481
Committing_crime,Releasing,11,0.0206,4.0000
Arrest,Committing_crime,11,0.0206,5.1643
Catastrophe,Having_or_lacking_access,11,0.0206,0.0992
Influence,Damaging,11,0.0206,5.1163
Coming_to_be,Sending,11,0.0206,0.3081
Conquering,Destroying,11,0.0206,1.4342
Hostile_encounter,Limiting,11,0.0206,0.3516
Choosing,Expressing_publicly,11,0.0206,3.8194
Use_firearm,Reporting,11,0.0206,1.4474
Use_firearm,Communication,11,0.0206,1.4474
Social_event,Convincing,11,0.0206,0.8614
Presence,Presence,11,0.0206,1.9400
Kidnapping,Catastrophe,11,0.0206,5.9459
Military_operation,Becoming,11,0.0206,1.2291
Motion_directional,Becoming,11,0.0206,3.0986
Social_event,Destroying,11,0.0206,0.8614
Hold,Communication,11,0.0206,1.7945
Process_end,Earnings_and_losses,11,0.0206,3.8194
Death,Convincing,11,0.0206,2.3404
Social_event,Death,11,0.0206,0.8614
Competition,Publishing,11,0.0206,0.7388
Competition,Assistance,11,0.0206,0.7388
Communication,Agree_or_refuse_to_act,11,0.0206,7.0064
Hold,Bringing,11,0.0206,1.7945
Cause_change_of_position_on_a_scale,Change,11,0.0206,2.8278
Competition,Influence,11,0.0206,0.7388
Attack,Violence,11,0.0206,0.2684
Self_motion,Earnings_and_losses,11,0.0206,1.4608
Conquering,Bodily_harm,11,0.0206,1.4342
Arriving,Statement,11,0.0206,1.4608
Cause_to_make_progress,Becoming,11,0.0206,5.1887
Self_motion,Departing,10,0.0187,1.3280
Process_start,Preventing_or_letting,10,0.0187,0.7663
Use_firearm,Deciding,10,0.0187,1.3158
Use_firearm,Building,10,0.0187,1.3158
Preventing_or_letting,Attack,10,0.0187,3.8911
Request,Removing,10,0.0187,2.1882
Creating,Process_end,10,0.0187,1.7153
Motion,Perception_active,10,0.0187,0.7710
Influence,Death,10,0.0187,4.6512
Coming_to_be,Rescuing,10,0.0187,0.2801
Killing,Change,10,0.0187,1.0256
Attack,Social_event,10,0.0187,0.2440
Attack,Commitment,10,0.0187,0.2440
Hostile_encounter,Change_event_time,10,0.0187,0.3196
Death,Judgment_communication,10,0.0187,2.1277
Creating,Expansion,10,0.0187,1.7153
Committing_crime,Criminal_investigation,10,0.0187,3.6364
Arriving,Defending,10,0.0187,1.3280
Hostile_encounter,Expressing_publicly,10,0.0187,0.3196
Change_of_leadership,Choosing,10,0.0187,1.7699
Coming_to_be,Giving,10,0.0187,0.2801
Motion_directional,Catastrophe,10,0.0187,2.8169
Attack,Becoming_a_member,10,0.0187,0.2440
Destroying,Recovering,10,0.0187,2.1186
Hold,Preventing_or_letting,10,0.0187,1.6313
Hold,Choosing,10,0.0187,1.6313
Process_start,Control,10,0.0187,0.7663
Defending,Bodily_harm,10,0.0187,3.0960
Self_motion,Judgment_communication,10,0.0187,1.3280
Violence,Request,10,0.0187,2.2989
Death,Process_start,10,0.0187,2.1277
Social_event,Reveal_secret,10,0.0187,0.7831
Destroying,Know,10,0.0187,2.1186
Judgment_communication,Request,10,0.0187,4.0650
Change_of_leadership,Killing,10,0.0187,1.7699
Influence,Social_event,10,0.0187,4.6512
Death,Social_event,10,0.0187,2.1277
Damaging,Motion,10,0.0187,4.0161
Arranging,Destroying,10,0.0187,1.3106
Destroying,Arriving,10,0.0187,2.1186
Motion,Temporary_stay,10,0.0187,0.7710
Traveling,Process_end,10,0.0187,0.9337
Presence,Damaging,10,0.0187,1.7637
Influence,Killing,10,0.0187,4.6512
Coming_to_be,Hindering,10,0.0187,0.2801
Motion,Supply,10,0.0187,0.7710
Arrest,Legal_rulings,10,0.0187,4.6948
Placing,Know,10,0.0187,4.0161
Agree_or_refuse_to_act,Preventing_or_letting,10,0.0187,3.8314
Killing,Preventing_or_letting,10,0.0187,1.0256
Arranging,Becoming,10,0.0187,1.3106
Preventing_or_letting,Conquering,10,0.0187,3.8911
Cause_change_of_position_on_a_scale,Attack,10,0.0187,2.5707
Conquering,Bringing,10,0.0187,1.3038
Destroying,Self_motion,10,0.0187,2.1186
Hostile_encounter,Process_start,10,0.0187,0.3196
Request,Know,10,0.0187,2.1882
Judgment_communication,Killing,10,0.0187,4.0650
Process_start,Arrest,10,0.0187,0.7663
Motion,Presence,10,0.0187,0.7710
Arranging,Control,10,0.0187,1.3106
Besieging,Destroying,10,0.0187,3.7879
Arrest,Killing,10,0.0187,4.6948
Military_operation,Resolve_problem,10,0.0187,1.1173
Process_start,Receiving,10,0.0187,0.7663
Attack,Change_event_time,10,0.0187,0.2440
Process_start,Defending,10,0.0187,0.7663
Sign_agreement,Change_of_leadership,10,0.0187,6.1350
Creating,Judgment_communication,10,0.0187,1.7153
Earnings_and_losses,Getting,10,0.0187,3.0581
Testing,Action,10,0.0187,6.5789
Hold,Presence,10,0.0187,1.6313
Defending,Earnings_and_losses,10,0.0187,3.0960
Violence,Damaging,10,0.0187,2.2989
Violence,Change_of_leadership,10,0.0187,2.2989
Request,Escaping,10,0.0187,2.1882
Creating,Supporting,10,0.0187,1.7153
Choosing,Creating,10,0.0187,3.4722
Motion,Change,10,0.0187,0.7710
Earnings_and_losses,Catastrophe,10,0.0187,3.0581
Hostile_encounter,Robbery,10,0.0187,0.3196
Creating,Coming_to_be,10,0.0187,1.7153
Violence,Earnings_and_losses,10,0.0187,2.2989
Hostile_encounter,Preserving,10,0.0187,0.3196
Military_operation,Cause_change_of_strength,10,0.0187,1.1173
Coming_to_be,Assistance,10,0.0187,0.2801
Arriving,Getting,10,0.0187,1.3280
Hostile_encounter,Besieging,10,0.0187,0.3196
Hostile_encounter,Achieve,10,0.0187,0.3196
Request,Motion_directional,10,0.0187,2.1882
Traveling,Process_start,10,0.0187,0.9337
Attack,Releasing,10,0.0187,0.2440
Protest,Change_of_leadership,10,0.0187,8.4034
Action,Process_end,10,0.0187,2.6954
Military_operation,Expansion,10,0.0187,1.1173
Creating,Arriving,10,0.0187,1.7153
Military_operation,Giving,10,0.0187,1.1173
Traveling,Becoming_a_member,10,0.0187,0.9337
Publishing,Supporting,10,0.0187,8.7719
Terrorism,Perception_active,10,0.0187,1.7544
Arranging,Traveling,10,0.0187,1.3106
Education_teaching,Criminal_investigation,10,0.0187,14.9254
Education_teaching,Death,10,0.0187,14.9254
Social_event,Deciding,10,0.0187,0.7831
Bodily_harm,Damaging,10,0.0187,3.1250
Competition,Bodily_harm,10,0.0187,0.6716
Attack,Building,10,0.0187,0.2440
Sign_agreement,Traveling,10,0.0187,6.1350
Military_operation,Emptying,10,0.0187,1.1173
Catastrophe,Commitment,10,0.0187,0.0901
Terrorism,Hostile_encounter,10,0.0187,1.7544
Self_motion,Dispersal,9,0.0169,1.1952
Placing,Death,9,0.0169,3.6145
Agree_or_refuse_to_act,Death,9,0.0169,3.4483
Death,Legal_rulings,9,0.0169,1.9149
Legal_rulings,Rewards_and_punishments,9,0.0169,11.6883
Process_start,Hindering,9,0.0169,0.6897
Besieging,Death,9,0.0169,3.4091
Presence,Perception_active,9,0.0169,1.5873
Social_event,Action,9,0.0169,0.7048
Arranging,Expressing_publicly,9,0.0169,1.1796
Arranging,Communication,9,0.0169,1.1796
Escaping,Killing,9,0.0169,2.6087
Earnings_and_losses,Preventing_or_letting,9,0.0169,2.7523
Death,Change_of_leadership,9,0.0169,1.9149
Destroying,Departing,9,0.0169,1.9068
Creating,Expressing_publicly,9,0.0169,1.5437
Escaping,Process_end,9,0.0169,2.6087
Process_start,Sending,9,0.0169,0.6897
Death,Scrutiny,9,0.0169,1.9149
Killing,Arranging,9,0.0169,0.9231
Influence,Destroying,9,0.0169,4.1860
Arranging,Defending,9,0.0169,1.1796
Self_motion,Sending,9,0.0169,1.1952
Hostile_encounter,Motion_directional,9,0.0169,0.2876
Request,Assistance,9,0.0169,1.9694
Process_start,Presence,9,0.0169,0.6897
Request,Sending,9,0.0169,1.9694
Becoming,Catastrophe,9,0.0169,3.9648
Being_in_operation,Preventing_or_letting,9,0.0169,7.2000
Earnings_and_losses,Recovering,9,0.0169,2.7523
Self_motion,Arrest,9,0.0169,1.1952
Committing_crime,Prison,9,0.0169,3.2727
Presence,Criminal_investigation,9,0.0169,1.5873
Presence,Request,9,0.0169,1.5873
Protest,Arrest,9,0.0169,7.5630
Request,Giving,9,0.0169,1.9694
Departing,Conquering,9,0.0169,3.7037
Hold,Judgment_communication,9,0.0169,1.4682
Being_in_operation,Killing,9,0.0169,7.2000
Change,Cause_change_of_position_on_a_scale,9,0.0169,3.8298
Military_operation,Arrest,9,0.0169,1.0056
Hold,Change,9,0.0169,1.4682
Choosing,Becoming,9,0.0169,3.1250
Hold,Process_start,9,0.0169,1.4682
Hostile_encounter,Choosing,9,0.0169,0.2876
Request,Process_end,9,0.0169,1.9694
Communication,Process_end,9,0.0169,5.7325
Presence,Creating,9,0.0169,1.5873
Process_start,Supporting,9,0.0169,0.6897
Control,Death,9,0.0169,2.5281
Arrest,Statement,9,0.0169,4.2254
Military_operation,Coming_to_be,9,0.0169,1.0056
Arriving,Creating,9,0.0169,1.1952
Come_together,Conquering,9,0.0169,4.1475
Hostile_encounter,Coming_to_be,9,0.0169,0.2876
Arriving,Giving,9,0.0169,1.1952
Placing,Becoming,9,0.0169,3.6145
Killing,Getting,9,0.0169,0.9231
Recording,Publishing,9,0.0169,20.0000
Getting,Defending,9,0.0169,2.6627
Control,Conquering,9,0.0169,2.5281
Committing_crime,Killing,9,0.0169,3.2727
Request,Arriving,9,0.0169,1.9694
Motion,Building,9,0.0169,0.6939
Escaping,Destroying,9,0.0169,2.6087
Choosing,Preventing_or_letting,9,0.0169,3.1250
Conquering,Hold,9,0.0169,1.1734
Assistance,Conquering,9,0.0169,5.8824
Arriving,Expressing_publicly,9,0.0169,1.1952
Motion,Releasing,9,0.0169,0.6939
Besieging,Earnings_and_losses,9,0.0169,3.4091
Use_firearm,Quarreling,9,0.0169,1.1842
Traveling,Death,9,0.0169,0.8403
Military_operation,Response,9,0.0169,1.0056
Military_operation,Kidnapping,9,0.0169,1.0056
Preventing_or_letting,Process_end,9,0.0169,3.5019
Control,Bodily_harm,9,0.0169,2.5281
Creating,Getting,9,0.0169,1.5437
Death,Know,9,0.0169,1.9149
Defending,Process_end,9,0.0169,2.7864
Earnings_and_losses,Change,9,0.0169,2.7523
Self_motion,Escaping,9,0.0169,1.1952
Social_event,Check,9,0.0169,0.7048
Judgment_communication,Death,9,0.0169,3.6585
Judgment_communication,Arrest,9,0.0169,3.6585
Arrest,Violence,9,0.0169,4.2254
Use_firearm,Publishing,9,0.0169,1.1842
Social_event,Hindering,9,0.0169,0.7048
Body_movement,Death,9,0.0169,10.1124
Earnings_and_losses,Becoming,9,0.0169,2.7523
Action,Creating,9,0.0169,2.4259
Presence,Cause_change_of_strength,9,0.0169,1.5873
Social_event,Agree_or_refuse_to_act,9,0.0169,0.7048
Social_event,Killing,9,0.0169,0.7048
Change_of_leadership,Research,9,0.0169,1.5929
Attack,Emptying,9,0.0169,0.2196
Catastrophe,Resolve_problem,9,0.0169,0.0811
Competition,Commerce_sell,9,0.0169,0.6044
Placing,Bodily_harm,9,0.0169,3.6145
Earnings_and_losses,Escaping,9,0.0169,2.7523
